"SampleNumber","DateReceived","BoxTempNoReceipt","Country","DurabilityDate","TempAtCollection","ConditionOfSample","ProductWeightInPounds","CostOfChicken","TypeOfChicken","PackagingAtmosphere","PackagingDetails","NeckSkinWeightInSample","Test","Result","Units","Species","MethodEvalPhase"
"LO1609243-05","2016-05-03","6","England","2016-05-08","2.2","Satisfactory","1580","4.49","Standard","Modified Atmosphere","Roast-in-bag","13","Campylobacter spp - enumeration cfu/g No 2","270","CFU/g Back","C. jejuni","1"
"LO1609243-05","2016-05-03","6","England","2016-05-08","2.2","Satisfactory","1580","4.49","Standard","Modified Atmosphere","Roast-in-bag","13","Campylobacter spp - enumeration cfu/g","90","CFU/g Neck","C. jejuni","1"
"LO1609243-05","2016-05-03","6","England","2016-05-08","2.2","Satisfactory","1580","4.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","300","CFU/ml Rinse","C. jejuni","1"
"LO1609243-06","2016-05-03","6","England","2016-05-09","3.5","Satisfactory","1776","5.84","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","62","CFU/ml Rinse","C. jejuni","1"
"LO1609243-06","2016-05-03","6","England","2016-05-09","3.5","Satisfactory","1776","5.84","Free range","Modified Atmosphere","Other","20","Campylobacter spp - enumeration cfu/g No 2","110","CFU/g Back","Campylobacter spp.","1"
"LO1609243-06","2016-05-03","6","England","2016-05-09","3.5","Satisfactory","1776","5.84","Free range","Modified Atmosphere","Other","20","Campylobacter spp - enumeration cfu/g","20","CFU/g Neck","C. jejuni","1"
"LO1609243-07","2016-05-03","6","England","2016-05-06","3.5","Satisfactory","1918","4.29","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","200","CFU/ml Rinse","C. jejuni","1"
"LO1609243-07","2016-05-03","6","England","2016-05-06","3.5","Satisfactory","1918","4.29","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g No 2","140","CFU/g Back","Campylobacter spp.","1"
"LO1609243-07","2016-05-03","6","England","2016-05-06","3.5","Satisfactory","1918","4.29","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g","260","CFU/g Neck","C. jejuni","1"
"LO1609243-08","2016-05-03","6","England","2016-05-09","3.5","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"LO1609243-08","2016-05-03","6","England","2016-05-09","3.5","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","22","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1609243-08","2016-05-03","6","England","2016-05-09","3.5","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","22","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1609243-09","2016-05-03","6","England","2016-05-05","3.5","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"LO1609243-09","2016-05-03","6","England","2016-05-05","3.5","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1609243-09","2016-05-03","6","England","2016-05-05","3.5","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1609243-10","2016-05-03","6","England","2016-05-05","3.4","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","10","CFU/ml Rinse","C. jejuni","1"
"LO1609243-10","2016-05-03","6","England","2016-05-05","3.4","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1609243-10","2016-05-03","6","England","2016-05-05","3.4","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1609243-11","2016-05-03","6","England","2016-05-07","3.4","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","620","CFU/ml Rinse","C. jejuni","1"
"LO1609243-11","2016-05-03","6","England","2016-05-07","3.4","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","13","Campylobacter spp - enumeration cfu/g No 2","90","CFU/g Back","C. jejuni","1"
"LO1609243-11","2016-05-03","6","England","2016-05-07","3.4","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","13","Campylobacter spp - enumeration cfu/g","1320","CFU/g Neck","C. jejuni","1"
"LO1609243-12","2016-05-03","6","England","2016-05-09","3.4","Satisfactory","1534","5.05","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","14","CFU/ml Rinse","C. jejuni","1"
"LO1609243-12","2016-05-03","6","England","2016-05-09","3.4","Satisfactory","1534","5.05","Free range","Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g No 2","130","CFU/g Back","C. jejuni","1"
"LO1609243-12","2016-05-03","6","England","2016-05-09","3.4","Satisfactory","1534","5.05","Free range","Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g","30","CFU/g Neck","C. jejuni","1"
"PO1609259-01","2016-05-03","7","England","2016-05-10","3","Not Entered","1440","3.46","Standard","Modified Atmosphere","Other","20","Campylobacter spp - enumeration cfu/g","53","CFU/g Neck","C. jejuni","1"
"PO1609259-01","2016-05-03","7","England","2016-05-10","3","Not Entered","1440","3.46","Standard","Modified Atmosphere","Other","20","Campylobacter spp - enumeration cfu/g No 2","100","CFU/g Back","Campylobacter spp.","1"
"PO1609259-01","2016-05-03","7","England","2016-05-10","3","Not Entered","1440","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","42","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609259-02","2016-05-03","7","England","2016-05-09","3","Not Entered","1611","7.25","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","3","CFU/ml Rinse","C. jejuni","1"
"PO1609259-02","2016-05-03","7","England","2016-05-09","3","Not Entered","1611","7.25","Free range","Modified Atmosphere","Other","19","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1609259-02","2016-05-03","7","England","2016-05-09","3","Not Entered","1611","7.25","Free range","Modified Atmosphere","Other","19","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1609259-03","2016-05-03","7","England","2016-05-08","3","Not Entered","1400","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","20","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609259-03","2016-05-03","7","England","2016-05-08","3","Not Entered","1400","4","Standard","Modified Atmosphere","Other","13","Campylobacter spp - enumeration cfu/g No 2","107","CFU/g Back","Campylobacter spp.","1"
"PO1609259-03","2016-05-03","7","England","2016-05-08","3","Not Entered","1400","4","Standard","Modified Atmosphere","Other","13","Campylobacter spp - enumeration cfu/g","100","CFU/g Neck","C. jejuni","1"
"PO1609259-04","2016-05-03","7","England","2016-05-08","3","Not Entered","1390","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","2","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609259-04","2016-05-03","7","England","2016-05-08","3","Not Entered","1390","3.46","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration cfu/g No 2","10","CFU/g Back","C. jejuni","1"
"PO1609259-04","2016-05-03","7","England","2016-05-08","3","Not Entered","1390","3.46","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1609259-05","2016-05-03","6","England","2016-05-08","1.2","Not Entered","1350","2.95","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g No 2","60","CFU/g Back","Campylobacter spp.","1"
"PO1609259-05","2016-05-03","6","England","2016-05-08","1.2","Not Entered","1350","2.95","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g","83","CFU/g Neck","C. jejuni","1"
"PO1609259-05","2016-05-03","6","England","2016-05-08","1.2","Not Entered","1350","2.95","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","77","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609259-06","2016-05-03","6","England","2016-05-08","1.2","Not Entered","1634","9.15","Free range","Not Stated","Other","","Campylobacter spp - enumeration cfu/ml","16","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609259-06","2016-05-03","6","England","2016-05-08","1.2","Not Entered","1634","9.15","Free range","Not Stated","Other","16","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1609259-06","2016-05-03","6","England","2016-05-08","1.2","Not Entered","1634","9.15","Free range","Not Stated","Other","16","Campylobacter spp - enumeration cfu/g","20","CFU/g Neck","C. jejuni","1"
"PO1609259-07","2016-05-03","6","England","2016-05-08","1.2","Not Entered","1750","4.25","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","50","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609259-07","2016-05-03","6","England","2016-05-08","1.2","Not Entered","1750","4.25","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g No 2","200","CFU/g Back","Campylobacter spp.","1"
"PO1609259-07","2016-05-03","6","England","2016-05-08","1.2","Not Entered","1750","4.25","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g","65","CFU/g Neck","C. jejuni","1"
"PO1609259-08","2016-05-03","6","England","2016-05-07","1.2","Not Entered","1350","2.95","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"PO1609259-08","2016-05-03","6","England","2016-05-07","1.2","Not Entered","1350","2.95","Standard","Modified Atmosphere","Other","11","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1609259-08","2016-05-03","6","England","2016-05-07","1.2","Not Entered","1350","2.95","Standard","Modified Atmosphere","Other","11","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1609259-09","2016-05-03","6","England","2016-05-09","4.6","Not Entered","1295","5.5","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","209","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609259-09","2016-05-03","6","England","2016-05-09","4.6","Not Entered","1295","5.5","Free range","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g No 2","1273","CFU/g Back","Campylobacter spp.","1"
"PO1609259-09","2016-05-03","6","England","2016-05-09","4.6","Not Entered","1295","5.5","Free range","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g","100","CFU/g Neck","C. coli","1"
"PO1609259-10","2016-05-03","6","England","2016-05-08","4.6","Not Entered","1668","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","95","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609259-10","2016-05-03","6","England","2016-05-08","4.6","Not Entered","1668","2.79","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration cfu/g No 2","77","CFU/g Back","Campylobacter spp.","1"
"PO1609259-10","2016-05-03","6","England","2016-05-08","4.6","Not Entered","1668","2.79","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration cfu/g","30","CFU/g Neck","C. jejuni","1"
"PO1609259-11","2016-05-03","6","England","2016-05-11","4.6","Not Entered","1246","3.09","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"PO1609259-11","2016-05-03","6","England","2016-05-11","4.6","Not Entered","1246","3.09","Standard","Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1609259-11","2016-05-03","6","England","2016-05-11","4.6","Not Entered","1246","3.09","Standard","Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1609259-12","2016-05-03","6","England","2016-05-06","4.6","Not Entered","1380","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","55","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609259-12","2016-05-03","6","England","2016-05-06","4.6","Not Entered","1380","2.79","Standard","Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g No 2","177","CFU/g Back","Campylobacter spp.","1"
"PO1609259-12","2016-05-03","6","England","2016-05-06","4.6","Not Entered","1380","2.79","Standard","Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g","550","CFU/g Neck","C. jejuni","1"
"PR1609402-01","2016-05-04","7.8","England","2016-05-07","4.5","Satisfactory","1666","7.08","Free range","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g","10","CFU/g Neck","C. jejuni","1"
"PR1609402-01","2016-05-04","7.8","England","2016-05-07","4.5","Satisfactory","1666","7.08","Free range","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g No 2","30","CFU/g Back","C. jejuni","1"
"PR1609402-01","2016-05-04","7.8","England","2016-05-07","4.5","Satisfactory","1666","7.08","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","65","CFU/ml Rinse","C. jejuni","1"
"PR1609402-02","2016-05-04","7.8","England","2016-05-08","3.9","Satisfactory","1272","3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","2","CFU/ml Rinse","C. jejuni","1"
"PR1609402-02","2016-05-04","7.8","England","2016-05-08","3.9","Satisfactory","1272","3","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PR1609402-02","2016-05-04","7.8","England","2016-05-08","3.9","Satisfactory","1272","3","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PR1609402-03","2016-05-04","7.8","England","2016-05-07","Not Stated","Satisfactory","1444","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","17","CFU/ml Rinse","C. jejuni","1"
"PR1609402-03","2016-05-04","7.8","England","2016-05-07","Not Stated","Satisfactory","1444","2.79","Standard","Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g No 2","80","CFU/g Back","C. jejuni","1"
"PR1609402-03","2016-05-04","7.8","England","2016-05-07","Not Stated","Satisfactory","1444","2.79","Standard","Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g","30","CFU/g Neck","C. jejuni","1"
"PR1609403-01","2016-05-04","6.41","England","2016-05-08","3.6","Satisfactory","1650","3.29","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g","740","CFU/g Neck","C. jejuni","1"
"PR1609403-01","2016-05-04","6.41","England","2016-05-08","3.6","Satisfactory","1650","3.29","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g No 2","60","CFU/g Back","C. jejuni","1"
"PR1609403-01","2016-05-04","6.41","England","2016-05-08","3.6","Satisfactory","1650","3.29","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","3000","CFU/ml Rinse","C. jejuni","1"
"PR1609403-02","2016-05-04","6.41","England","2016-05-08","1.5","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"PR1609403-02","2016-05-04","6.41","England","2016-05-08","1.5","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","11","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PR1609403-02","2016-05-04","6.41","England","2016-05-08","1.5","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","11","Campylobacter spp - enumeration cfu/g","30","CFU/g Neck","C. jejuni","1"
"LO1609721-01","2016-05-09","5.6","England","2016-05-12","1.6","Satisfactory","1916","7.57","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","11350","CFU/g Neck","C. jejuni","1"
"LO1609721-01","2016-05-09","5.6","England","2016-05-12","1.6","Satisfactory","1916","7.57","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","610","CFU/g Back","C. jejuni","1"
"LO1609721-01","2016-05-09","5.6","England","2016-05-12","1.6","Satisfactory","1916","7.57","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","5300","CFU/ml Rinse","Campylobacter spp.","1"
"LO1609721-02","2016-05-09","5.6","England","2016-05-11","1.6","Satisfactory","2158","8.52","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"LO1609721-02","2016-05-09","5.6","England","2016-05-11","1.6","Satisfactory","2158","8.52","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1609721-02","2016-05-09","5.6","England","2016-05-11","1.6","Satisfactory","2158","8.52","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1609721-03","2016-05-09","5.6","England","2016-05-14","2.4","Satisfactory","1740","4.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"LO1609721-03","2016-05-09","5.6","England","2016-05-14","2.4","Satisfactory","1740","4.49","Standard","Modified Atmosphere","Roast-in-bag","25","Campylobacter spp - enumeration cfu/g No 2","52","CFU/g Back","Campylobacter spp.","1"
"LO1609721-03","2016-05-09","5.6","England","2016-05-14","2.4","Satisfactory","1740","4.49","Standard","Modified Atmosphere","Roast-in-bag","25","Campylobacter spp - enumeration cfu/g","96","CFU/g Neck","C. jejuni","1"
"LO1609721-04","2016-05-09","5.6","England","2016-05-14","2.4","Satisfactory","1626","4.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","37","CFU/ml Rinse","C. jejuni","1"
"LO1609721-04","2016-05-09","5.6","England","2016-05-14","2.4","Satisfactory","1626","4.49","Standard","Modified Atmosphere","Roast-in-bag","25","Campylobacter spp - enumeration cfu/g No 2","138","CFU/g Back","C. jejuni","1"
"LO1609721-04","2016-05-09","5.6","England","2016-05-14","2.4","Satisfactory","1626","4.49","Standard","Modified Atmosphere","Roast-in-bag","25","Campylobacter spp - enumeration cfu/g","48","CFU/g Neck","C. jejuni","1"
"LO1609721-05","2016-05-09","5.6","England","2016-05-14","0.6","Satisfactory","1400","3.93","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1609721-05","2016-05-09","5.6","England","2016-05-14","0.6","Satisfactory","1400","3.93","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1609721-05","2016-05-09","5.6","England","2016-05-14","0.6","Satisfactory","1400","3.93","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"LO1609721-06","2016-05-09","5.6","England","2016-05-14","0.6","Satisfactory","1200","3.5","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","75","CFU/ml Rinse","Campylobacter spp.","1"
"LO1609721-06","2016-05-09","5.6","England","2016-05-14","0.6","Satisfactory","1200","3.5","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","80","CFU/g Back","Campylobacter spp.","1"
"LO1609721-06","2016-05-09","5.6","England","2016-05-14","0.6","Satisfactory","1200","3.5","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","640","CFU/g Neck","Campylobacter spp.","1"
"LO1609721-07","2016-05-09","5.6","England","2016-05-14","5.3","Satisfactory","1250","4.5","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","150","CFU/ml Rinse","C. jejuni","1"
"LO1609721-07","2016-05-09","5.6","England","2016-05-14","5.3","Satisfactory","1250","4.5","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","750","CFU/g Back","Campylobacter spp.","1"
"LO1609721-07","2016-05-09","5.6","England","2016-05-14","5.3","Satisfactory","1250","4.5","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","1600","CFU/g Neck","C. jejuni","1"
"LO1609721-08","2016-05-09","5.6","England","2016-05-14","5.3","Satisfactory","1320","4.5","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","90","CFU/ml Rinse","Campylobacter spp.","1"
"LO1609721-08","2016-05-09","5.6","England","2016-05-14","5.3","Satisfactory","1320","4.5","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","80","CFU/g Back","Campylobacter spp.","1"
"LO1609721-08","2016-05-09","5.6","England","2016-05-14","5.3","Satisfactory","1320","4.5","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","370","CFU/g Neck","C. jejuni","1"
"LO1609721-09","2016-05-09","5.6","England","2016-05-15","2.3","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","15","CFU/ml Rinse","C. jejuni","1"
"LO1609721-09","2016-05-09","5.6","England","2016-05-15","2.3","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","120","CFU/g Back","Campylobacter spp.","1"
"LO1609721-09","2016-05-09","5.6","England","2016-05-15","2.3","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","140","CFU/g Neck","C. jejuni","1"
"LO1609721-10","2016-05-09","5.6","England","2016-05-14","2.4","Satisfactory","1758","5.78","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","370","CFU/ml Rinse","Campylobacter spp.","1"
"LO1609721-10","2016-05-09","5.6","England","2016-05-14","2.4","Satisfactory","1758","5.78","Free range","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","1000","CFU/g Back","Campylobacter spp.","1"
"LO1609721-10","2016-05-09","5.6","England","2016-05-14","2.4","Satisfactory","1758","5.78","Free range","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","300","CFU/g Neck","Campylobacter spp.","1"
"LO1609721-11","2016-05-09","5.6","England","2016-05-15","2.4","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"LO1609721-11","2016-05-09","5.6","England","2016-05-15","2.4","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Roast-in-bag","25","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1609721-11","2016-05-09","5.6","England","2016-05-15","2.4","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Roast-in-bag","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1609721-12","2016-05-09","5.6","England","2016-05-13","2.4","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","64","CFU/ml Rinse","C. jejuni","1"
"LO1609721-12","2016-05-09","5.6","England","2016-05-13","2.4","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","80","CFU/g Back","C. jejuni","1"
"LO1609721-12","2016-05-09","5.6","England","2016-05-13","2.4","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1609737-01","2016-05-09","5.1","England","2016-05-13","1.8","Satisfactory","1250","3.29","Standard","NOT Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1609737-01","2016-05-09","5.1","England","2016-05-13","1.8","Satisfactory","1250","3.29","Standard","NOT Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1609737-01","2016-05-09","5.1","England","2016-05-13","1.8","Satisfactory","1250","3.29","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"PO1609737-02","2016-05-09","5.1","England","2016-05-13","1.8","Satisfactory","1200","2.49","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","2","CFU/ml Rinse","C. jejuni","1"
"PO1609737-02","2016-05-09","5.1","England","2016-05-13","1.8","Satisfactory","1200","2.49","Standard","NOT Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1609737-02","2016-05-09","5.1","England","2016-05-13","1.8","Satisfactory","1200","2.49","Standard","NOT Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1609737-03","2016-05-09","5.1","England","2016-05-15","2.8","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","500","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609737-03","2016-05-09","5.1","England","2016-05-15","2.8","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","77","CFU/g Back","Campylobacter spp.","1"
"PO1609737-03","2016-05-09","5.1","England","2016-05-15","2.8","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","110","CFU/g Neck","C. jejuni","1"
"PO1609737-04","2016-05-09","5.1","England","2016-05-15","2.8","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","350","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609737-04","2016-05-09","5.1","England","2016-05-15","2.8","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","11","Campylobacter spp - enumeration cfu/g No 2","360","CFU/g Back","Campylobacter spp.","1"
"PO1609737-04","2016-05-09","5.1","England","2016-05-15","2.8","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","11","Campylobacter spp - enumeration cfu/g","455","CFU/g Neck","C. jejuni","1"
"PO1609737-05","2016-05-09","5.1","England","2016-05-14","2.8","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","2","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1609737-05","2016-05-09","5.1","England","2016-05-14","2.8","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","2","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1609737-05","2016-05-09","5.1","England","2016-05-14","2.8","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"PO1609737-06","2016-05-09","5.1","England","2016-05-15","2.8","Satisfactory","2000","4.75","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","700","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609737-06","2016-05-09","5.1","England","2016-05-15","2.8","Satisfactory","2000","4.75","Standard","Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g No 2","10","CFU/g Back","Campylobacter spp.","1"
"PO1609737-06","2016-05-09","5.1","England","2016-05-15","2.8","Satisfactory","2000","4.75","Standard","Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g","30","CFU/g Neck","C. jejuni","1"
"PO1609737-07","2016-05-09","5.1","England","2016-05-13","2","Satisfactory","1408","4.69","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
