"SampleNumber","DateReceived","BoxTempNoReceipt","Country","DurabilityDate","TempAtCollection","ConditionOfSample","ProductWeightInPounds","CostOfChicken","TypeOfChicken","PackagingAtmosphere","PackagingDetails","NeckSkinWeightInSample","Test","Result","Units","Species","MethodEvalPhase"
"YO1612543-03","2016-06-13","4.3","England","2016-06-19","7.8","Satisfactory","1770","4.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","40","CFU/g Back","Campylobacter spp.","2"
"YO1612543-03","2016-06-13","4.3","England","2016-06-19","7.8","Satisfactory","1770","4.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","90","CFU/g Neck","C. jejuni","2"
"YO1612546-01","2016-06-13","1","England","2016-06-17","4.6","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"YO1612546-01","2016-06-13","1","England","2016-06-17","4.6","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"YO1612546-01","2016-06-13","1","England","2016-06-17","4.6","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"YO1612546-02","2016-06-13","1","England","2016-06-19","3","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"YO1612546-02","2016-06-13","1","England","2016-06-19","3","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"YO1612546-02","2016-06-13","1","England","2016-06-19","3","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"YO1612546-03","2016-06-13","1","England","2016-06-15","7.8","Satisfactory","1438","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","112","CFU/ml Rinse","Campylobacter spp.","2"
"YO1612546-03","2016-06-13","1","England","2016-06-15","7.8","Satisfactory","1438","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","15","CFU/g Back","Campylobacter spp.","2"
"YO1612546-03","2016-06-13","1","England","2016-06-15","7.8","Satisfactory","1438","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","380","CFU/g Neck","C. jejuni","2"
"YO1613582-01","2016-06-27","4.4","England","2016-07-04","3","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"YO1613582-01","2016-06-27","4.4","England","2016-07-04","3","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"YO1613582-01","2016-06-27","4.4","England","2016-07-04","3","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"YO1613582-02","2016-06-27","4.4","England","2016-07-03","2.8","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"YO1613582-02","2016-06-27","4.4","England","2016-07-03","2.8","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"YO1613582-02","2016-06-27","4.4","England","2016-07-03","2.8","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"YO1613582-03","2016-06-27","4.4","England","2016-07-02","3.4","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","5","CFU/ml Rinse","Campylobacter spp.","2"
"YO1613582-03","2016-06-27","4.4","England","2016-07-02","3.4","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"YO1613582-03","2016-06-27","4.4","England","2016-07-02","3.4","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"YO1613588-01","2016-06-27","7.5","England","2016-07-03","1.2","Satisfactory","2000","4.29","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","29000","CFU/g Neck","C. jejuni","2"
"YO1613588-01","2016-06-27","7.5","England","2016-07-03","1.2","Satisfactory","2000","4.29","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","34000","CFU/g Back","Campylobacter spp.","2"
"YO1613588-01","2016-06-27","7.5","England","2016-07-03","1.2","Satisfactory","2000","4.29","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","8450","CFU/ml Rinse","Campylobacter spp.","2"
"YO1613588-02","2016-06-27","7.5","England","2016-06-29","9.2","Satisfactory","1640","6.54","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","48","CFU/ml Rinse","Campylobacter spp.","2"
"YO1613588-02","2016-06-27","7.5","England","2016-06-29","9.2","Satisfactory","1640","6.54","Standard","NOT Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","180","CFU/g Back","Campylobacter spp.","2"
"YO1613588-02","2016-06-27","7.5","England","2016-06-29","9.2","Satisfactory","1640","6.54","Standard","NOT Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","320","CFU/g Neck","C. jejuni","2"
"YO1613588-03","2016-06-27","7.5","England","2016-06-29","10","Satisfactory","1520","6.06","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"YO1613588-03","2016-06-27","7.5","England","2016-06-29","10","Satisfactory","1520","6.06","Standard","NOT Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"YO1613588-03","2016-06-27","7.5","England","2016-06-29","10","Satisfactory","1520","6.06","Standard","NOT Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"YO1613591-01","2016-06-27","6.8","England","2016-07-02","3.8","Satisfactory","2112","5.42","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"YO1613591-01","2016-06-27","6.8","England","2016-07-02","3.8","Satisfactory","2112","5.42","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"YO1613591-01","2016-06-27","6.8","England","2016-07-02","3.8","Satisfactory","2112","5.42","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"YO1613591-02","2016-06-27","6.8","England","2016-07-03","3.8","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"YO1613591-02","2016-06-27","6.8","England","2016-07-03","3.8","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"YO1613591-02","2016-06-27","6.8","England","2016-07-03","3.8","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"YO1613591-03","2016-06-27","6.8","England","2016-07-02","5.4","Satisfactory","1372","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"YO1613591-03","2016-06-27","6.8","England","2016-07-02","5.4","Satisfactory","1372","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"YO1613591-03","2016-06-27","6.8","England","2016-07-02","5.4","Satisfactory","1372","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"CE237","2016-06-14","0.75","England","2016-06-20","2","Satisfactory","1548","3","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE237","2016-06-14","0.75","England","2016-06-20","2","Satisfactory","1548","3","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g    BS","10","CFU/g Back","C. jejuni","2"
"CE237","2016-06-14","0.75","England","2016-06-20","2","Satisfactory","1548","3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE238","2016-06-14","0.75","England","2016-06-17","2","Satisfactory","1194","3","Standard","Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE238","2016-06-14","0.75","England","2016-06-17","2","Satisfactory","1194","3","Standard","Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g    BS","80","CFU/g Back","C. jejuni","2"
"CE238","2016-06-14","0.75","England","2016-06-17","2","Satisfactory","1194","3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","100","CFU/ml Rinse","C. jejuni","2"
"CE239","2016-06-14","0.75","England","2016-06-19","2","Satisfactory","1201","3","Standard","Modified Atmosphere","Other","3","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE239","2016-06-14","0.75","England","2016-06-19","2","Satisfactory","1201","3","Standard","Modified Atmosphere","Other","3","Campylobacter spp - enumeration cfu/g    BS","30","CFU/g Back","C. jejuni","2"
"CE239","2016-06-14","0.75","England","2016-06-19","2","Satisfactory","1201","3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","790","CFU/ml Rinse","Campylobacter spp.","2"
"CE240","2016-06-14","0.75","England","2016-06-19","2","Satisfactory","1536","3","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE240","2016-06-14","0.75","England","2016-06-19","2","Satisfactory","1536","3","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE240","2016-06-14","0.75","England","2016-06-19","2","Satisfactory","1536","3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE241","2016-06-14","0.75","England","2016-06-18","1.8","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE241","2016-06-14","0.75","England","2016-06-18","1.8","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE241","2016-06-14","0.75","England","2016-06-18","1.8","Satisfactory","1400","4","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE242","2016-06-14","0.75","England","2016-06-19","1.8","Satisfactory","1534","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE242","2016-06-14","0.75","England","2016-06-19","1.8","Satisfactory","1534","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE242","2016-06-14","0.75","England","2016-06-19","1.8","Satisfactory","1534","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE243","2016-06-14","0.75","England","2016-06-17","2","Satisfactory","1076","3.23","Standard","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE243","2016-06-14","0.75","England","2016-06-17","2","Satisfactory","1076","3.23","Standard","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE243","2016-06-14","0.75","England","2016-06-17","2","Satisfactory","1076","3.23","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","50","CFU/ml Rinse","C. jejuni","2"
"CE244","2016-06-14","0.75","England","2016-06-20","1.8","Satisfactory","1424","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE244","2016-06-14","0.75","England","2016-06-20","1.8","Satisfactory","1424","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE244","2016-06-14","0.75","England","2016-06-20","1.8","Satisfactory","1424","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE245","2016-06-14","1.6","England","2016-06-16","3.5","Satisfactory","1424","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE245","2016-06-14","1.6","England","2016-06-16","3.5","Satisfactory","1424","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE245","2016-06-14","1.6","England","2016-06-16","3.5","Satisfactory","1424","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","130","CFU/ml Rinse","C. jejuni","2"
"CE246","2016-06-14","1.6","England","2016-06-20","3.5","Satisfactory","1408","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE246","2016-06-14","1.6","England","2016-06-20","3.5","Satisfactory","1408","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE246","2016-06-14","1.6","England","2016-06-20","3.5","Satisfactory","1408","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE247","2016-06-14","1.6","England","2016-06-18","3.5","Satisfactory","1454","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","3750","CFU/g Neck","C. jejuni","2"
"CE247","2016-06-14","1.6","England","2016-06-18","3.5","Satisfactory","1454","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","180","CFU/g Back","Mixed C. jejuni and C. coli","2"
"CE247","2016-06-14","1.6","England","2016-06-18","3.5","Satisfactory","1454","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","1190","CFU/ml Rinse","C. jejuni","2"
"CE248","2016-06-14","1.6","England","2016-06-19","3.5","Satisfactory","1729","4.46","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE248","2016-06-14","1.6","England","2016-06-19","3.5","Satisfactory","1729","4.46","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE248","2016-06-14","1.6","England","2016-06-19","3.5","Satisfactory","1729","4.46","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE249","2016-06-14","1.6","England","2016-06-19","1.6","Satisfactory","1718","3.3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","100","CFU/g Neck","C. coli","2"
"CE249","2016-06-14","1.6","England","2016-06-19","1.6","Satisfactory","1718","3.3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE249","2016-06-14","1.6","England","2016-06-19","1.6","Satisfactory","1718","3.3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE250","2016-06-14","1.6","England","2016-06-19","1.6","Satisfactory","1092","2.17","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE250","2016-06-14","1.6","England","2016-06-19","1.6","Satisfactory","1092","2.17","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE250","2016-06-14","1.6","England","2016-06-19","1.6","Satisfactory","1092","2.17","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE251","2016-06-14","1.6","England","2016-06-20","1.6","Satisfactory","1484","2.79","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE251","2016-06-14","1.6","England","2016-06-20","1.6","Satisfactory","1484","2.79","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","520","CFU/g Back","C. jejuni","2"
"CE251","2016-06-14","1.6","England","2016-06-20","1.6","Satisfactory","1484","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","780","CFU/ml Rinse","C. coli","2"
"CE252","2016-06-21","2.6","England","2016-06-28","1.6","Satisfactory","1346","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","6580","CFU/g Neck","C. coli","2"
"CE252","2016-06-21","2.6","England","2016-06-28","1.6","Satisfactory","1346","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","820","CFU/g Back","Campylobacter spp.","2"
"CE252","2016-06-21","2.6","England","2016-06-28","1.6","Satisfactory","1346","3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","34200","CFU/ml Rinse","C. coli","2"
"CE253","2016-06-21","2.6","England","2016-06-27","1.6","Satisfactory","1310","3","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g    NS","60","CFU/g Neck","C. jejuni","2"
"CE253","2016-06-21","2.6","England","2016-06-27","1.6","Satisfactory","1310","3","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g    BS","10","CFU/g Back","C. jejuni","2"
"CE253","2016-06-21","2.6","England","2016-06-27","1.6","Satisfactory","1310","3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","680","CFU/ml Rinse","C. jejuni","2"
"CE254","2016-06-21","2.6","England","2016-06-26","1.6","Satisfactory","1290","3","Standard","Modified Atmosphere","Other","5","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE254","2016-06-21","2.6","England","2016-06-26","1.6","Satisfactory","1290","3","Standard","Modified Atmosphere","Other","5","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE254","2016-06-21","2.6","England","2016-06-26","1.6","Satisfactory","1290","3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE255","2016-06-21","2.6","England","2016-06-25","1.6","Satisfactory","1169","3","Standard","Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE255","2016-06-21","2.6","England","2016-06-25","1.6","Satisfactory","1169","3","Standard","Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g    BS","60","CFU/g Back","C. jejuni","2"
"CE255","2016-06-21","2.6","England","2016-06-25","1.6","Satisfactory","1169","3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","50","CFU/ml Rinse","C. coli","2"
"CE256","2016-06-21","2.6","England","2016-06-23","2","Satisfactory","1910","5.49","Standard","Modified Atmosphere","Roast in Bag","10","Campylobacter spp - enumeration cfu/g    NS","10","CFU/g Neck","C. coli","2"
"CE256","2016-06-21","2.6","England","2016-06-23","2","Satisfactory","1910","5.49","Standard","Modified Atmosphere","Roast in Bag","10","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE256","2016-06-21","2.6","England","2016-06-23","2","Satisfactory","1910","5.49","Standard","Modified Atmosphere","Roast in Bag","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE257","2016-06-21","2.6","England","2016-06-26","2","Satisfactory","1514","4.49","Standard","Modified Atmosphere","Roast in Bag","8","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE257","2016-06-21","2.6","England","2016-06-26","2","Satisfactory","1514","4.49","Standard","Modified Atmosphere","Roast in Bag","8","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE257","2016-06-21","2.6","England","2016-06-26","2","Satisfactory","1514","4.49","Standard","Modified Atmosphere","Roast in Bag","","Campylobacter spp  - enumeration cfu/ml  CR","40","CFU/ml Rinse","C. jejuni","2"
"CE258","2016-06-21","2.6","England","2016-06-24","3.1","Satisfactory","1486","4.49","Standard","Modified Atmosphere","Roast in Bag","10","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE258","2016-06-21","2.6","England","2016-06-24","3.1","Satisfactory","1486","4.49","Standard","Modified Atmosphere","Roast in Bag","10","Campylobacter spp - enumeration cfu/g    BS","10","CFU/g Back","C. jejuni","2"
"CE258","2016-06-21","2.6","England","2016-06-24","3.1","Satisfactory","1486","4.49","Standard","Modified Atmosphere","Roast in Bag","","Campylobacter spp  - enumeration cfu/ml  CR","50","CFU/ml Rinse","C. jejuni","2"
"CE259","2016-06-21","3.5","England","2016-06-23","3.1","Satisfactory","1670","4.49","Standard","Modified Atmosphere","Roast in Bag","6","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE259","2016-06-21","3.5","England","2016-06-23","3.1","Satisfactory","1670","4.49","Standard","Modified Atmosphere","Roast in Bag","6","Campylobacter spp - enumeration cfu/g    BS","100","CFU/g Back","C. jejuni","2"
"CE259","2016-06-21","3.5","England","2016-06-23","3.1","Satisfactory","1670","4.49","Standard","Modified Atmosphere","Roast in Bag","","Campylobacter spp  - enumeration cfu/ml  CR","250","CFU/ml Rinse","C. jejuni","2"
"CE260","2016-06-21","3.5","England","2016-06-25","2","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","3","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE260","2016-06-21","3.5","England","2016-06-25","2","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","3","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE260","2016-06-21","3.5","England","2016-06-25","2","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","290","CFU/ml Rinse","C. jejuni","2"
"CE261","2016-06-21","3.5","England","2016-06-25","2","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE261","2016-06-21","3.5","England","2016-06-25","2","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE261","2016-06-21","3.5","England","2016-06-25","2","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","180","CFU/ml Rinse","Campylobacter spp.","2"
"CE262","2016-06-21","3.5","England","2016-06-27","2","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","60","CFU/g Neck","C. jejuni","2"
"CE262","2016-06-21","3.5","England","2016-06-27","2","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","50","CFU/g Back","C. jejuni","2"
"CE262","2016-06-21","3.5","England","2016-06-27","2","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","420","CFU/ml Rinse","C. jejuni","2"
"CE263","2016-06-21","3.5","England","2016-06-26","2","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE263","2016-06-21","3.5","England","2016-06-26","2","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE263","2016-06-21","3.5","England","2016-06-26","2","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE264","2016-06-21","3.5","England","2016-06-26","1.6","Satisfactory","1272","2.53","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE264","2016-06-21","3.5","England","2016-06-26","1.6","Satisfactory","1272","2.53","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","280","CFU/g Back","C. jejuni","2"
"CE264","2016-06-21","3.5","England","2016-06-26","1.6","Satisfactory","1272","2.53","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","340","CFU/ml Rinse","C. jejuni","2"
"CE265","2016-06-21","3.5","England","2016-06-26","1.6","Satisfactory","1778","3.3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","100","CFU/g Neck","C. jejuni","2"
"CE265","2016-06-21","3.5","England","2016-06-26","1.6","Satisfactory","1778","3.3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","50","CFU/g Back","C. jejuni","2"
"CE265","2016-06-21","3.5","England","2016-06-26","1.6","Satisfactory","1778","3.3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","760","CFU/ml Rinse","C. jejuni","2"
"CE266","2016-06-21","3.5","England","2016-06-27","1.6","Satisfactory","1240","2.47","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    NS","100","CFU/g Neck","C. jejuni","2"
"CE266","2016-06-21","3.5","England","2016-06-27","1.6","Satisfactory","1240","2.47","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    BS","240","CFU/g Back","Campylobacter spp.","2"
"CE266","2016-06-21","3.5","England","2016-06-27","1.6","Satisfactory","1240","2.47","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","320","CFU/ml Rinse","C. jejuni","2"
"CE267","2016-06-28","2","England","2016-07-04","2.1","Satisfactory","1396","3.5","Standard","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE267","2016-06-28","2","England","2016-07-04","2.1","Satisfactory","1396","3.5","Standard","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g    BS","320","CFU/g Back","Campylobacter spp.","2"
"CE267","2016-06-28","2","England","2016-07-04","2.1","Satisfactory","1396","3.5","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","400","CFU/ml Rinse","Campylobacter spp.","2"
"CE268","2016-06-28","2","England","2016-07-03","2.1","Satisfactory","1388","3.5","Standard","Modified Atmosphere","Other","5","Campylobacter spp - enumeration cfu/g    NS","30","CFU/g Neck","C. jejuni","2"
"CE268","2016-06-28","2","England","2016-07-03","2.1","Satisfactory","1388","3.5","Standard","Modified Atmosphere","Other","5","Campylobacter spp - enumeration cfu/g    BS","10","CFU/g Back","Campylobacter spp.","2"
"CE268","2016-06-28","2","England","2016-07-03","2.1","Satisfactory","1388","3.5","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","3040","CFU/ml Rinse","Campylobacter spp.","2"
